id,item_group_id,title,description,availability,condition,price,link,image_link,brand
DE_B0FCLJBWZ7_75a79fb7f0,DE_B0FCLJBWZ7,(DE)🇩🇪德国腕护具,"Keyword: handgelenkbandage
Store: Xianning Niuyun Trading Co., Ltd
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4rSTbQI,https://m.media-amazon.com/images/I/71fvZ5FmdLL._SL1500_.jpg,"Xianning Niuyun Trading Co., Ltd"
DE_B0FSWDYCWG_bd970b755f,DE_B0FSWDYCWG,(DE)🇩🇪德国70岁生日蛋糕图评,"Keyword: cake topper 70 geburtstag holz
Store: JIAOHAI EU
remark: Need Image Review",in stock,new,0.00 EUR,https://amzn.to/4dQMcEK,https://m.media-amazon.com/images/I/71lFPQNqOOL._AC_SX679_.jpg,JIAOHAI EU
DE_B0FVSYMWTF_0edd3f4bc7,DE_B0FVSYMWTF,(DE)🇩🇪德国负面佣金退货,"Keyword: https://amzn.to/4tAxdmW
Store: XEIYEI Shop
remark: Need Text Review
One-star review, requires return, payment of commission",in stock,new,0.00 EUR,https://amzn.to/4tAxdmW,https://m.media-amazon.com/images/I/51+caRwcP+L._AC_SL1200_.jpg,XEIYEI Shop
DE_B0G6WVXJTZ_88b26ed924,DE_B0G6WVXJTZ,(DE)🇩🇪德国减肥茶,"Keyword: detox tee zum abnehmen
Store: Fubodox
remark: Need Text Review",in stock,new,0.00 EUR,https://www.amazon.de/abnehmentee-verbrennen-Kr%C3%A4utermischung-Gr%C3%BCnteeextrakt-Allergenfrei/dp/B0G6WVXJTZ,"https://m.media-amazon.com/images/I/71JWVB668xL._AC_SX425_PIbundle-28,TopRight,0,0_SH20_.jpg",Fubodox
DE_B0GDTP6YHZ_8b64515259,DE_B0GDTP6YHZ,(DE)🇩🇪德国排毒粉,"Keyword: detox tee zum abnehmen
Store: Fubodox
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4eIpGy5,https://m.media-amazon.com/images/I/51Rz2YsX5gL._SY300_SX300_QL70_ML2_.jpg,Fubodox
DE_B0GF1X8N3Q_b0c312bd94,DE_B0GF1X8N3Q,(DE)🇩🇪德国利勃海尔冰箱活性炭,"Keyword: liebherr fresh air filter
Store: WEI_upup
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4rpwP9i,https://m.media-amazon.com/images/I/61Sz4B6rJwL._AC_SL1500_.jpg,WEI_upup
DE_B0GH6YHYK6_5ababc8656,DE_B0GH6YHYK6,(DE)🇩🇪德国电动牙刷,"Keyword: ultraschall zahnbürste
Store: Hongzhou Wang Store
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4uSZN42,https://m.media-amazon.com/images/I/61haRRf+qDL._AC_SL1500_.jpg,Hongzhou Wang Store
DE_B0GHD9F47N_94fd8ffc7b,DE_B0GHD9F47N,(DE)🇩🇪德国活性炭,"Keyword: Aktivkohlefilter für Liebherr
Store: LTYTVMAMR
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4tFMzGO,https://m.media-amazon.com/images/I/61nSTQrHMlL._AC_SX679_.jpg,LTYTVMAMR
DE_B0GJZWQFZJ_38a2495f4a,DE_B0GJZWQFZJ,(DE)🇩🇪德国刹车片,"Keyword: shimano bremsbeläge
Store: CLOPAE
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4nh0uRD,https://m.media-amazon.com/images/I/71dmRWbIZGL._AC_SL1500_.jpg,CLOPAE
DE_B0GR1GCTF7_7b1f87e3e5,DE_B0GR1GCTF7,(DE)🇩🇪德国排毒粉,"Keyword: grüne helfer entgiftungspulver
Store: Fubodox
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4vAEl4x,https://m.media-amazon.com/images/I/81wIuvwtg8L._AC_SL1500_.jpg,Fubodox
DE_B0GSQ882B5_32732cb3a3,DE_B0GSQ882B5,(DE)🇩🇪德国装饰,"Keyword: tortendeko geburtstag
Store: BELLA PRIME S.L.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/3OVA6jH,https://m.media-amazon.com/images/I/81PEkMELpFL._AC_SL1500_.jpg,BELLA PRIME S.L.
DE_B0GSQLG72T_4e3d94b675,DE_B0GSQLG72T,(DE)🇩🇪德国蛋糕装饰,"Keyword: tortendeko 18 geburtstag mädchen
Store: BELLA PRIME S.L.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4o3bAdo,https://m.media-amazon.com/images/I/81PEkMELpFL._AC_SL1500_.jpg,BELLA PRIME S.L.
DE_B0GSQMVM4L_fa281df75f,DE_B0GSQMVM4L,(DE)🇩🇪德国蛋糕装饰,"Keyword: tortendeko 40 geburtstag frau
Store: Bella Prime Sociedad Limitada
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/49wPTw6,https://m.media-amazon.com/images/I/710ODjp4ZdL._AC_SL1500_.jpg,Bella Prime Sociedad Limitada
DE_B0GSQZ14JH_b41b2e4c69,DE_B0GSQZ14JH,(DE)🇩🇪德国蛋糕装饰,"Keyword: tortendeko geburtstag
Store: BELLA PRIME S.L.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/49EnG6y,https://m.media-amazon.com/images/I/71VMReo1aQL._AC_SL1500_.jpg,BELLA PRIME S.L.
DE_B0GV814CT8_56f3961c60,DE_B0GV814CT8,(DE)🇩🇪德国蛋糕装饰,"Keyword: tortendeko taufe
Store: BELLA PRIME S.L.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4nlXdAH,https://m.media-amazon.com/images/I/71Fw7hXoyNL._AC_SL1500_.jpg,BELLA PRIME S.L.
DE_B0GX6FN93S_6fe9b437ee,DE_B0GX6FN93S,(DE)🇩🇪德国面团清洁布,"Keyword: teig reinigungstuch
Store: Panvatya
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4frV4Br,https://m.media-amazon.com/images/I/81nry2PNbGL._AC_SL1500_.jpg,Panvatya
DE_B0H4CRTTVY_7b580d7151,DE_B0H4CRTTVY,(DE)🇩🇪德国排毒粉,"Keyword: grüne helfer entgiftungspulver
Store: Fubodox
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/3RTDahu,https://m.media-amazon.com/images/I/71BbqAeUB1L._AC_SL1500_.jpg,Fubodox
DE_B0H4Q83K4H_bf10326417,DE_B0H4Q83K4H,(DE)🇩🇪德国套装图评,"Keyword: 12 Stück Perlatoren für Wasserhähne Set, Strahlregler M18.5
Store: fanwoTianBo-DE
remark: Need Image Review",in stock,new,0.00 EUR,https://amzn.to/4yOsjWW,https://m.media-amazon.com/images/I/71uhZiL6szL._AC_SL1500_.jpg,fanwoTianBo-DE
DE_B0HC6X4RQ8_4d1038b0ec,DE_B0HC6X4RQ8,(DE)🇩🇪德国驱赶器,"Keyword: 360° Ultraschall Nagetiervertreiber
Store: Green Living Goods
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4g5lglg,https://m.media-amazon.com/images/I/61GksHLJEvL._AC_SL1200_.jpg,Green Living Goods
DE_B0HC6XCL8M_50a052aacc,DE_B0HC6XCL8M,(DE)🇩🇪德国驱赶器,"Keyword: maulwurf vertreiber stoppen von
Store: Luxe Threads Co.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4hBVZ3k,https://m.media-amazon.com/images/I/71IcT-gRuoL._AC_SL1254_.jpg,Luxe Threads Co.
DE_B0HC6XHDCY_9684bd2a08,DE_B0HC6XHDCY,(DE)🇩🇪德国驱赶器,"Keyword: 360° Ultraschall Nagetiervertreiber
Store: Green Living Goods
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/3S1VHsd,https://m.media-amazon.com/images/I/61NGiPxFuCL._AC_SL1200_.jpg,Green Living Goods
DE_B0HC76KN6P_09c5692857,DE_B0HC76KN6P,(DE)🇩🇪德国驱赶器,"Keyword: maulwurf vertreiber stoppen von
Store: Luxe Threads Co.
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/3U4RHaY,https://m.media-amazon.com/images/I/71IcT-gRuoL._AC_SL1254_.jpg,Luxe Threads Co.
DE_B0HCB7V2FP_25d359e90c,DE_B0HCB7V2FP,(DE)🇩🇪德国腹贴,"Keyword: ems bauchtrainer elektrisch
Store: Veridia Labs
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4hI4OJ0,https://m.media-amazon.com/images/I/71YPl9aSloL._AC_SX679_.jpg,Veridia Labs
DE_B0HCBMNRY5_73812c12b6,DE_B0HCBMNRY5,(DE)🇩🇪德国腹贴,"Keyword: EMS Bauchtrainer
Store: Veridian Pulse
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/3SCEFRA,https://m.media-amazon.com/images/I/71D8z7nqNCL._AC_SL1500_.jpg,Veridian Pulse
DE_B0HCBNHD2J_fa3372d56f,DE_B0HCBNHD2J,(DE)🇩🇪德国腹贴,"Keyword: EMS Bauchtrainer
Store: Veridian Pulse
remark: Need Text Review",in stock,new,0.00 EUR,https://amzn.to/4hH5Yo7,https://m.media-amazon.com/images/I/71D8z7nqNCL._AC_SL1500_.jpg,Veridian Pulse
DE_B0HDYVPGDJ_0d4ccc3cbd,DE_B0HDYVPGDJ,(DE)🇩🇪德国负面退货佣金,"Keyword: B0HDYVPGDJ
Store: DeinTech Top
remark: Need Text Review
Need Text Review One-star review, requires return, payment of commission",in stock,new,0.00 EUR,https://amzn.to/4ihZNqA,https://m.media-amazon.com/images/I/51+caRwcP+L._AC_SL1200_.jpg,DeinTech Top
